class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33,x34,y34,z34,v34,x35,y35,z35,v35,x36,y36,z36,v36
YOU,0.8104196190834045,0.39374473690986633,-0.4127770960330963,0.9987987279891968,0.4549270272254944,0.38819074630737305,-0.32618704438209534,0.9994563460350037,0.917481005191803,0.6079318523406982,-0.39056241512298584,0.9252739548683167,0.3204501271247864,0.5209109783172607,-0.5601790547370911,0.9193537831306458,0.8937082886695862,0.8052558898925781,-0.6168012619018555,0.7269945740699768,0.1822100430727005,0.5125038027763367,-1.290956974029541,0.8539145588874817,0.8558446168899536,0.8585332036018372,-0.7796544432640076,0.6495051383972168,0.14524906873703003,0.47208452224731445,-1.5156612396240234,0.8126766085624695,0.5960952043533325,0.28753662109375,-0.005302776116877794,0.0,0.593167781829834,0.27115339040756226,-0.031439315527677536,0.0,0.5957658886909485,0.27363860607147217,-0.010884033516049385,0.0,0.5928390026092529,0.26618245244026184,-0.036172933876514435,0.0,0.5934135913848877,0.2577621340751648,-0.037187959998846054,0.0,0.5959982872009277,0.2333555370569229,-0.031182091683149338,0.0,0.5967087745666504,0.21783877909183502,-0.035215530544519424,0.0,0.5964220762252808,0.21010085940361023,-0.04124464839696884,0.0,0.596092700958252,0.17152029275894165,-0.050656549632549286,0.0,0.5963467955589294,0.2902817130088806,-0.0030234837904572487,0.0,0.5967694520950317,0.29218754172325134,0.00031535368179902434,0.0,0.5972746014595032,0.2926792502403259,0.0041262139566242695,0.0,0.5969572067260742,0.2925872206687927,0.007015416864305735,0.0,0.596839427947998,0.2954362630844116,0.0072059351950883865,0.0,0.5969125628471375,0.2987782955169678,0.007515802048146725,0.0,0.5972518920898438,0.3016941249370575,0.010400846600532532,0.0,0.5984569191932678,0.3044307827949524,0.01934371516108513,0.0,0.5937745571136475,0.2728744447231293,-0.026809096336364746,0.0,0.594704806804657,0.27295804023742676,-0.016705555841326714,0.0,0.5960362553596497,0.19043131172657013,-0.046870287507772446,0.0,0.6009060144424438,0.3226720988750458,0.046186890453100204,0.0,0.5961290597915649,0.2778453826904297,-0.0075862412340939045,0.0,0.5967384576797485,0.2242654711008072,-0.030784111469984055,0.0,0.5998992919921875,0.32091355323791504,0.03566356748342514,0.0,0.5943587422370911,0.24963690340518951,-0.0347781628370285,0.0,0.5951905250549316,0.2418636828660965,-0.03301309794187546,0.0,0.5992946624755859,0.3161768317222595,0.028316715732216835,0.0,0.5989385843276978,0.3097270727157593,0.024124711751937866,0.0
YOU,0.7640158534049988,0.36200159788131714,-0.2956620752811432,0.9987209439277649,0.3844437599182129,0.3898911476135254,-0.32144632935523987,0.999369740486145,0.8835148811340332,0.5827176570892334,-0.26434823870658875,0.9484203457832336,0.3408374786376953,0.6366662979125977,-0.5925968289375305,0.9246756434440613,0.8360077738761902,0.720515787601471,-0.458005428314209,0.8060823082923889,0.4128608703613281,0.534862756729126,-1.2777767181396484,0.9284607172012329,0.7751936316490173,0.7590596675872803,-0.5359843373298645,0.7107070088386536,0.4228489100933075,0.45610013604164124,-1.386519432067871,0.8962228298187256,0.5244941115379333,0.2750355005264282,-0.00679004518315196,0.0,0.5194011330604553,0.2596931755542755,-0.03341178968548775,0.0,0.522789716720581,0.2620716691017151,-0.012134873308241367,0.0,0.5183926820755005,0.25424396991729736,-0.0381464809179306,0.0,0.5182508230209351,0.2454063594341278,-0.03872953727841377,0.0,0.5188540816307068,0.2207518070936203,-0.03125748038291931,0.0,0.5180362462997437,0.20480072498321533,-0.034607384353876114,0.0,0.5168735980987549,0.19669750332832336,-0.04042063653469086,0.0,0.5118991136550903,0.15716607868671417,-0.04869968444108963,0.0,0.5250690579414368,0.2777341902256012,-0.004625590983778238,0.0,0.5259602069854736,0.2796686887741089,-0.0013932747533544898,0.0,0.5268684029579163,0.28032949566841125,0.002399279037490487,0.0,0.5268347859382629,0.28140726685523987,0.0058440594002604485,0.0,0.5270553827285767,0.2843237519264221,0.005840264726430178,0.0,0.5276265740394592,0.287875771522522,0.006038327235728502,0.0,0.528579592704773,0.29113954305648804,0.008971103467047215,0.0,0.5308890342712402,0.29538094997406006,0.018223851919174194,0.0,0.5203857421875,0.2616380453109741,-0.02866487205028534,0.0,0.5215160846710205,0.26169341802597046,-0.018224038183689117,0.0,0.5140323638916016,0.17641043663024902,-0.045526083558797836,0.0,0.5374541282653809,0.3176317811012268,0.044088214635849,0.0,0.5237011313438416,0.2659423351287842,-0.008757281117141247,0.0,0.5187592506408691,0.21151205897331238,-0.03040512464940548,0.0,0.5357068777084351,0.3148980140686035,0.0335196889936924,0.0,0.5185791850090027,0.23715054988861084,-0.035863205790519714,0.0,0.5187315344810486,0.22929012775421143,-0.03362695500254631,0.0,0.5340330004692078,0.3091612756252289,0.02629886567592621,0.0,0.532439649105072,0.30166688561439514,0.022614728659391403,0.0
YOU,0.6575447916984558,0.4235478341579437,-0.09385840594768524,0.9985689520835876,0.3358028531074524,0.3999185264110565,-0.2173416018486023,0.999403715133667,0.6748831868171692,0.6146224141120911,-0.1662014275789261,0.8087841868400574,0.2790139317512512,0.5916422009468079,-0.20081362128257751,0.9115378856658936,0.6887179017066956,0.6263712644577026,-0.6359750628471375,0.8244588375091553,0.37201258540153503,0.6976731419563293,-0.4418777525424957,0.8230684995651245,0.7095672488212585,0.6045480966567993,-0.792031466960907,0.7914377450942993,0.4008080065250397,0.7175436019897461,-0.6050887107849121,0.7907384634017944,0.5315459966659546,0.3135669231414795,-0.002893823431804776,0.0,0.5360838174819946,0.29973453283309937,-0.027804400771856308,0.0,0.533858060836792,0.30105847120285034,-0.008890029974281788,0.0,0.5373271107673645,0.2952999770641327,-0.03233036771416664,0.0,0.5385362505912781,0.28727987408638,-0.03368039429187775,0.0,0.5415627360343933,0.2640036642551422,-0.02970780059695244,0.0,0.5442094802856445,0.2507305145263672,-0.03430364280939102,0.0,0.5460155606269836,0.24409624934196472,-0.04008012264966965,0.0,0.5525506138801575,0.2096492052078247,-0.05007294565439224,0.0,0.5309993624687195,0.3158683180809021,-0.0007181501132436097,0.0,0.5303873419761658,0.31722915172576904,0.00228789821267128,0.0,0.5298869013786316,0.31738534569740295,0.00571755226701498,0.0,0.5302571058273315,0.31760984659194946,0.009261052124202251,0.0,0.5298997759819031,0.3199995458126068,0.009485824964940548,0.0,0.5292899012565613,0.3228096663951874,0.00994065124541521,0.0,0.5284820199012756,0.32524335384368896,0.012699846178293228,0.0,0.5268890857696533,0.3278360962867737,0.021074816584587097,0.0,0.5352631211280823,0.3010545074939728,-0.023532185703516006,0.0,0.5346301794052124,0.3008057475090027,-0.014396007172763348,0.0,0.5494299530982971,0.22650308907032013,-0.04576799273490906,0.0,0.5208730101585388,0.3458278179168701,0.04597057029604912,0.0,0.5331095457077026,0.30476686358451843,-0.005558954551815987,0.0,0.5427291393280029,0.25592243671417236,-0.029771585017442703,0.0,0.5223352313041687,0.34366536140441895,0.03645840659737587,0.0,0.539557933807373,0.2794797718524933,-0.03201441466808319,0.0,0.5405178070068359,0.2720114588737488,-0.030912062153220177,0.0,0.5239344239234924,0.3387695550918579,0.029604729264974594,0.0,0.5255403518676758,0.3325542211532593,0.025681272149086,0.0
YOU,0.6415238380432129,0.4247705638408661,-0.19451689720153809,0.9990682005882263,0.2736360728740692,0.41231727600097656,-0.4776124656200409,0.9996298551559448,0.6565103530883789,0.6647661924362183,-0.25009769201278687,0.7984185814857483,0.2546432614326477,0.6468454003334045,-0.4799990952014923,0.9162389636039734,0.656915009021759,0.6813732385635376,-0.714381217956543,0.815370500087738,0.34195974469184875,0.8241379857063293,-0.5182194709777832,0.7906113266944885,0.6638887524604797,0.6554657816886902,-0.8715892434120178,0.7742019891738892,0.3900858461856842,0.8720576167106628,-0.6966570019721985,0.7384602427482605,0.5197046995162964,0.31340524554252625,-0.004595059901475906,0.0,0.5277913212776184,0.3003305196762085,-0.02690962143242359,0.0,0.5225242376327515,0.3021182715892792,-0.009672562591731548,0.0,0.5296201109886169,0.29549792408943176,-0.03076806478202343,0.0,0.5302867293357849,0.2873254120349884,-0.031387705355882645,0.0,0.5304761528968811,0.2642439603805542,-0.025570163503289223,0.0,0.5328648686408997,0.2493867576122284,-0.027936598286032677,0.0,0.5349921584129333,0.2422715425491333,-0.03260179981589317,0.0,0.5406526327133179,0.20894774794578552,-0.03947729989886284,0.0,0.5189093947410583,0.31571081280708313,-0.0026700568851083517,0.0,0.5178605914115906,0.3171575367450714,-9.854233212536201e-05,0.0,0.5168899297714233,0.31735658645629883,0.0030051858630031347,0.0,0.5171114802360535,0.31632405519485474,0.004832822363823652,0.0,0.5168311595916748,0.31867778301239014,0.004823520313948393,0.0,0.5160752534866333,0.3214280307292938,0.004705953877419233,0.0,0.5148839354515076,0.32397687435150146,0.006591303739696741,0.0,0.5120248794555664,0.3270885944366455,0.013373663648962975,0.0,0.5260698795318604,0.30196475982666016,-0.023012155666947365,0.0,0.524413526058197,0.30191469192504883,-0.014605974778532982,0.0,0.5379902720451355,0.225545272231102,-0.0366489551961422,0.0,0.5037604570388794,0.34508776664733887,0.03476830571889877,0.0,0.5213808417320251,0.3054347634315491,-0.006838643457740545,0.0,0.5310573577880859,0.2555711567401886,-0.02472241036593914,0.0,0.5061065554618835,0.343144029378891,0.02622716687619686,0.0,0.530254065990448,0.27957916259765625,-0.02919001504778862,0.0,0.530258059501648,0.272247314453125,-0.02739320695400238,0.0,0.5081778168678284,0.338564395904541,0.020312683656811714,0.0,0.510127067565918,0.33228087425231934,0.017150050029158592,0.0
YOU,0.630003809928894,0.4145510792732239,-0.1272650808095932,0.9992164373397827,0.284279465675354,0.40510913729667664,-0.3828122615814209,0.9996818900108337,0.656767725944519,0.6227486729621887,-0.1847967803478241,0.829037606716156,0.261386513710022,0.6327903270721436,-0.4168737530708313,0.916117250919342,0.655264139175415,0.6350464820861816,-0.6972677111625671,0.8336236476898193,0.4078846871852875,0.7207260131835938,-0.7358424067497253,0.7868394255638123,0.6603525876998901,0.6262166500091553,-0.885239839553833,0.7883503437042236,0.4576440453529358,0.7313501238822937,-0.904007077217102,0.7308051586151123,0.5156434774398804,0.3122214376926422,-0.00369018386118114,0.0,0.5231977105140686,0.29890528321266174,-0.027856918051838875,0.0,0.5186563730239868,0.30006498098373413,-0.009324993006885052,0.0,0.5248157978057861,0.29466530680656433,-0.032145317643880844,0.0,0.5257750153541565,0.28699514269828796,-0.03329787030816078,0.0,0.5272481441497803,0.2647930085659027,-0.028730686753988266,0.0,0.5293275713920593,0.25191113352775574,-0.032761868089437485,0.0,0.5312753319740295,0.24562913179397583,-0.03821304067969322,0.0,0.5375539064407349,0.21403013169765472,-0.04752413183450699,0.0,0.5148786902427673,0.31441259384155273,-0.0015481308801099658,0.0,0.5139273405075073,0.31565651297569275,0.0014117049286141992,0.0,0.5131382942199707,0.3157609701156616,0.004758807364851236,0.0,0.5136432647705078,0.31610140204429626,0.008142250590026379,0.0,0.5132669806480408,0.3184494376182556,0.008373308926820755,0.0,0.5125677585601807,0.32114505767822266,0.008729169145226479,0.0,0.5114518404006958,0.3234935998916626,0.011366013437509537,0.0,0.5088412165641785,0.32584550976753235,0.019477082416415215,0.0,0.5217332243919373,0.30015841126441956,-0.02365446276962757,0.0,0.5203304290771484,0.299871027469635,-0.014686412177979946,0.0,0.5347223281860352,0.22967380285263062,-0.04356711730360985,0.0,0.5006324648857117,0.3428436517715454,0.04349896311759949,0.0,0.5175522565841675,0.30363529920578003,-0.006118993740528822,0.0,0.5278223156929016,0.2570197284221649,-0.028573136776685715,0.0,0.5028812289237976,0.3409011662006378,0.03422420844435692,0.0,0.5262666940689087,0.27950984239578247,-0.031440868973731995,0.0,0.5266964435577393,0.27239519357681274,-0.030122598633170128,0.0,0.5050367116928101,0.33624303340911865,0.02759953774511814,0.0,0.507067084312439,0.33032819628715515,0.02385156787931919,0.0
YOU,0.6774047613143921,0.4156695008277893,-0.1987380087375641,0.9989689588546753,0.3464226722717285,0.39770397543907166,-0.3319421708583832,0.9996561408042908,0.7383410334587097,0.5893256068229675,-0.19861295819282532,0.8248841166496277,0.2824793756008148,0.5870984196662903,-0.23954160511493683,0.8976798057556152,0.7604718804359436,0.5974199771881104,-0.44648632407188416,0.8255847692489624,0.32838350534439087,0.7455142736434937,-0.2944888472557068,0.74090975522995,0.7822974324226379,0.5654880404472351,-0.5255083441734314,0.7626034021377563,0.3493752181529999,0.7843270301818848,-0.4237560033798218,0.6734550595283508,0.538676917552948,0.29971158504486084,-0.002748260973021388,0.0,0.5437377095222473,0.2859462797641754,-0.02888602577149868,0.0,0.5413427352905273,0.28727349638938904,-0.00899724941700697,0.0,0.5449631810188293,0.28113529086112976,-0.03364891558885574,0.0,0.5460436940193176,0.2725682556629181,-0.03506350517272949,0.0,0.5481705069541931,0.24780574440956116,-0.030859068036079407,0.0,0.5505738854408264,0.2324104607105255,-0.03544316440820694,0.0,0.552103579044342,0.22502738237380981,-0.0416116788983345,0.0,0.5564094185829163,0.18823102116584778,-0.05250157415866852,0.0,0.538128674030304,0.3021635413169861,-0.00046259656664915383,0.0,0.537613034248352,0.3036632239818573,0.0026253575924783945,0.0,0.5372825860977173,0.3038969933986664,0.006162346340715885,0.0,0.5373361110687256,0.30312734842300415,0.009028238244354725,0.0,0.5369863510131836,0.30570751428604126,0.009294334799051285,0.0,0.5364513397216797,0.3087734580039978,0.009723875671625137,0.0,0.5358611941337585,0.31142285466194153,0.01258130744099617,0.0,0.5348456501960754,0.31429001688957214,0.02137020416557789,0.0,0.5428822636604309,0.2873654365539551,-0.02431584522128105,0.0,0.5422214865684509,0.28707027435302734,-0.01474306732416153,0.0,0.5542728900909424,0.20643556118011475,-0.0478706881403923,0.0,0.5308653712272644,0.33246904611587524,0.04777940735220909,0.0,0.5404819250106812,0.2909521162509918,-0.00558391073718667,0.0,0.549186110496521,0.23861479759216309,-0.03089757449924946,0.0,0.5318132638931274,0.3306693732738495,0.03782960772514343,0.0,0.5467395782470703,0.26429659128189087,-0.03335507959127426,0.0,0.5473896861076355,0.2563895583152771,-0.03219585865736008,0.0,0.532791018486023,0.32596126198768616,0.030628465116024017,0.0,0.5338428616523743,0.31952133774757385,0.026420097798109055,0.0
YOU,0.7586715221405029,0.3796105682849884,-0.31409016251564026,0.998964250087738,0.3660798966884613,0.3914506137371063,-0.27160730957984924,0.9994937777519226,0.8804114460945129,0.5819177031517029,-0.28378403186798096,0.9504421949386597,0.2768377959728241,0.6081380844116211,-0.4459734261035919,0.9203691482543945,0.8442797064781189,0.6871862411499023,-0.44636601209640503,0.8205881714820862,0.3203067183494568,0.5483759045600891,-0.9962630271911621,0.9187145829200745,0.8115119338035583,0.7212873697280884,-0.551893413066864,0.7361046671867371,0.3414261043071747,0.49636250734329224,-1.1252706050872803,0.8859676122665405,0.525073766708374,0.28039857745170593,-0.005872634705156088,0.0,0.5222932696342468,0.2657170295715332,-0.03330374136567116,0.0,0.5250876545906067,0.2678741216659546,-0.011560054495930672,0.0,0.5219706296920776,0.2600596249103546,-0.03821364417672157,0.0,0.52281653881073,0.2506844401359558,-0.039097290486097336,0.0,0.5261364579200745,0.22449544072151184,-0.032421011477708817,0.0,0.5272560119628906,0.20802946388721466,-0.03641899675130844,0.0,0.5270574688911438,0.19982139766216278,-0.04266859218478203,0.0,0.5266518592834473,0.15939444303512573,-0.05228222906589508,0.0,0.5252963304519653,0.2831110656261444,-0.0037046533543616533,0.0,0.5258844494819641,0.28507116436958313,-0.00036395364440977573,0.0,0.5266469717025757,0.28566989302635193,0.0035171930212527514,0.0,0.5264307856559753,0.2869188189506531,0.006804631091654301,0.0,0.5263011455535889,0.28994283080101013,0.00693631824105978,0.0,0.5264105200767517,0.29358235001564026,0.0073603130877017975,0.0,0.5269502401351929,0.29687076807022095,0.010647937655448914,0.0,0.5286520719528198,0.30082467198371887,0.02060556225478649,0.0,0.5230324864387512,0.26765888929367065,-0.028472211211919785,0.0,0.5240452289581299,0.26758649945259094,-0.01784975454211235,0.0,0.526568591594696,0.17912212014198303,-0.04851798713207245,0.0,0.5322422981262207,0.32308506965637207,0.047582101076841354,0.0,0.5254285931587219,0.2715189456939697,-0.007963478565216064,0.0,0.5271403193473816,0.21485386788845062,-0.03183397650718689,0.0,0.5308640003204346,0.3205532431602478,0.0368078388273716,0.0,0.5240326523780823,0.24186980724334717,-0.0364982895553112,0.0,0.5250812768936157,0.23351696133613586,-0.03451148420572281,0.0,0.5299372673034668,0.3147961497306824,0.029367296025156975,0.0,0.5293287634849548,0.30714792013168335,0.025390436872839928,0.0
YOU,0.7552475929260254,0.3794407844543457,-0.36269673705101013,0.9991110563278198,0.35818395018577576,0.39042556285858154,-0.34372347593307495,0.9995744228363037,0.8741317391395569,0.5690977573394775,-0.23769421875476837,0.9533523321151733,0.27116093039512634,0.5910809636116028,-0.5071322917938232,0.929751992225647,0.8805373311042786,0.7265987992286682,-0.33528247475624084,0.8135144114494324,0.2694748342037201,0.5279080271720886,-1.0784587860107422,0.9278992414474487,0.8533290028572083,0.7651557922363281,-0.4692190885543823,0.7360851764678955,0.26428842544555664,0.4716701805591583,-1.242402195930481,0.9005467295646667,0.5239110589027405,0.28121376037597656,-0.004468356259167194,0.0,0.5201086401939392,0.2661067247390747,-0.033690523356199265,0.0,0.5228427052497864,0.26796475052833557,-0.011126621626317501,0.0,0.5195711255073547,0.26056042313575745,-0.03898240253329277,0.0,0.5199787020683289,0.2511126697063446,-0.04024554789066315,0.0,0.5219862461090088,0.22425711154937744,-0.034572526812553406,0.0,0.5221641659736633,0.20731201767921448,-0.03941723704338074,0.0,0.5217472314834595,0.19899365305900574,-0.046225931495428085,0.0,0.5206812620162964,0.15770286321640015,-0.05806206911802292,0.0,0.5242414474487305,0.2839861810207367,-0.0019778560381382704,0.0,0.524917483329773,0.28580164909362793,0.0014801189536228776,0.0,0.5256142020225525,0.2862391769886017,0.0055025555193424225,0.0,0.5255162119865417,0.28670915961265564,0.009176880121231079,0.0,0.5255374312400818,0.2897166609764099,0.009392761625349522,0.0,0.5258123278617859,0.2932940721511841,0.009874282404780388,0.0,0.5263722538948059,0.2964944541454315,0.013200070708990097,0.0,0.527847945690155,0.3001076579093933,0.023225974291563034,0.0,0.5208659768104553,0.26790162920951843,-0.02860972285270691,0.0,0.521781325340271,0.2677164375782013,-0.017637189477682114,0.0,0.5210694074630737,0.17791211605072021,-0.05320632830262184,0.0,0.531428873538971,0.3212127685546875,0.05245821923017502,0.0,0.523475706577301,0.2718456983566284,-0.007303109858185053,0.0,0.5224287509918213,0.21429814398288727,-0.034390389919281006,0.0,0.5302950143814087,0.31906384229660034,0.04114923253655434,0.0,0.5207591652870178,0.24213403463363647,-0.03796305134892464,0.0,0.5213868021965027,0.23356880247592926,-0.03635641932487488,0.0,0.5293961763381958,0.31361716985702515,0.03311543166637421,0.0,0.528693437576294,0.30621540546417236,0.028534239158034325,0.0
YOU,0.739842414855957,0.3963945209980011,-0.22004061937332153,0.9991384744644165,0.3753948211669922,0.4030250608921051,-0.2818123400211334,0.9993864297866821,0.8477322459220886,0.5945577025413513,-0.13736382126808167,0.9607537984848022,0.3230222463607788,0.6239438652992249,-0.5481853485107422,0.9325648546218872,0.8352399468421936,0.7354390621185303,-0.36554843187332153,0.8478041887283325,0.391706645488739,0.5770873427391052,-1.2249919176101685,0.928472638130188,0.8043880462646484,0.7809684872627258,-0.5339418053627014,0.774566650390625,0.4103245735168457,0.5654283165931702,-1.418129563331604,0.9003209471702576,0.5368759632110596,0.29089847207069397,-0.002991557354107499,0.0,0.5372309684753418,0.27670595049858093,-0.03373725339770317,0.0,0.537954568862915,0.27818819880485535,-0.01090822834521532,0.0,0.53765469789505,0.2711588442325592,-0.039206136018037796,0.0,0.5385266542434692,0.26154688000679016,-0.040718454867601395,0.0,0.5411092042922974,0.23370876908302307,-0.035698000341653824,0.0,0.5425596237182617,0.21501056849956512,-0.04040970280766487,0.0,0.5429426431655884,0.20630857348442078,-0.04726769030094147,0.0,0.5435956120491028,0.16505642235279083,-0.0597650445997715,0.0,0.5368176698684692,0.29362085461616516,-0.00041905511170625687,0.0,0.5370550751686096,0.2955753207206726,0.0031194949988275766,0.0,0.5374422669410706,0.2960572838783264,0.007182644214481115,0.0,0.537068784236908,0.29648086428642273,0.010896803811192513,0.0,0.5369441509246826,0.2995913624763489,0.011088250204920769,0.0,0.5368392467498779,0.3032439649105072,0.011493694968521595,0.0,0.5369426012039185,0.3065158724784851,0.014583595097064972,0.0,0.5376107096672058,0.3100835978984833,0.024197561666369438,0.0,0.5372684001922607,0.27839791774749756,-0.02862372249364853,0.0,0.5376455783843994,0.2781267464160919,-0.01753944531083107,0.0,0.5430886745452881,0.1856345534324646,-0.05461965873837471,0.0,0.5383262634277344,0.33182480931282043,0.054849691689014435,0.0,0.5378080010414124,0.2818567156791687,-0.006736393086612225,0.0,0.5419505834579468,0.2227928638458252,-0.03563475236296654,0.0,0.5378435254096985,0.32965534925460815,0.04357738047838211,0.0,0.5395039319992065,0.25227880477905273,-0.038742661476135254,0.0,0.5402928590774536,0.24345709383487701,-0.03739123046398163,0.0,0.5376662015914917,0.3239132761955261,0.03541006147861481,0.0,0.5376284122467041,0.31628525257110596,0.030259963124990463,0.0
YOU,0.675804615020752,0.40228530764579773,-0.09277179837226868,0.9992402791976929,0.3125884532928467,0.4082168638706207,-0.33998674154281616,0.9996378421783447,0.74940425157547,0.5870317816734314,0.08084963262081146,0.8988544940948486,0.2716987729072571,0.650094747543335,-0.30240824818611145,0.938467800617218,0.7724965810775757,0.5982641577720642,0.010174793191254139,0.8380308151245117,0.3270684480667114,0.7254922389984131,-0.46602368354797363,0.9085642695426941,0.7567406892776489,0.562589168548584,-0.10993284732103348,0.7900000214576721,0.3985673487186432,0.7589622735977173,-0.6009899973869324,0.8829167485237122,0.5286927819252014,0.3057210147380829,-0.0033974924590438604,0.0,0.5339294672012329,0.2918301224708557,-0.029865890741348267,0.0,0.5311272740364075,0.29366132616996765,-0.009781403467059135,0.0,0.5349298119544983,0.28671151399612427,-0.03461310639977455,0.0,0.5356265306472778,0.2779126465320587,-0.035853590816259384,0.0,0.5364311337471008,0.25294744968414307,-0.030862856656312943,0.0,0.5375704765319824,0.2366025447845459,-0.034907497465610504,0.0,0.5384374260902405,0.22890974581241608,-0.04084496200084686,0.0,0.5408461689949036,0.19312095642089844,-0.05122021585702896,0.0,0.5281851887702942,0.30821290612220764,-0.0011293517891317606,0.0,0.5277094841003418,0.3098212480545044,0.001978999935090542,0.0,0.5274118185043335,0.3101501762866974,0.005559821613132954,0.0,0.5271570086479187,0.3096233010292053,0.00804785918444395,0.0,0.5269322991371155,0.3122453987598419,0.008330265991389751,0.0,0.5265506505966187,0.31539082527160645,0.008588331751525402,0.0,0.5260679721832275,0.3182070255279541,0.011288300156593323,0.0,0.5250194072723389,0.32135626673698425,0.019748175516724586,0.0,0.5329556465148926,0.293525367975235,-0.025270015001296997,0.0,0.5321618318557739,0.2934686541557312,-0.015541031025350094,0.0,0.5396419763565063,0.21106421947479248,-0.046902719885110855,0.0,0.5219385027885437,0.33988136053085327,0.04600892215967178,0.0,0.5302918553352356,0.29722386598587036,-0.006278174929320812,0.0,0.5368016362190247,0.24347341060638428,-0.030640674754977226,0.0,0.5228164792060852,0.337959349155426,0.03598637506365776,0.0,0.535900354385376,0.2695865333080292,-0.033893097192049026,0.0,0.5361403822898865,0.2616419792175293,-0.03239060193300247,0.0,0.52359938621521,0.33322006464004517,0.028782563284039497,0.0,0.5243067741394043,0.32671260833740234,0.024529600515961647,0.0
